node,closeness,dist_to_best,dist_to_worst,rank
8,0.9703442801464385,0.0030312154255104,0.09918230157823749,1
2,0.8545043976887282,0.014592050257814623,0.08569998624371854,2
6,0.845824406588985,0.015730049583245257,0.0862967967886749,3
9,0.6736150618222522,0.03294104644291986,0.06798593452266721,4
0,0.6382710033367843,0.036513509638380376,0.06442810680708234,5
5,0.5593361249887601,0.04518911078084679,0.05735868889911146,6
7,0.4744477068972,0.054371563839593906,0.049084485259898135,7
16,0.3558863624613546,0.06618034814709929,0.036566037413055245,8
10,0.3507844881360691,0.06670285616306493,0.0360409245139519,9
1,0.3500841119663957,0.06737018818007591,0.036289669073009886,10
14,0.34371407677834387,0.06733083581308909,0.03526291704780925,11
11,0.28888658420010666,0.07320078966448242,0.02973748718147299,12
15,0.2868706519260315,0.0746896061831368,0.030045399303399015,13
4,0.27655516939912905,0.07634688644756613,0.029185537336780722,14
33,0.2657075642811705,0.07506013795922915,0.027160904105230695,15
13,0.25790662515070906,0.0770177293009526,0.026766689090592603,16
37,0.22671683848937282,0.0794425750257832,0.023291557798976913,17
12,0.2154601530176284,0.08111050345625126,0.02227558173525564,18
35,0.20281817093099394,0.08198634946892765,0.020858881668209452,19
43,0.19860318268858967,0.08233917289280672,0.020405398977399496,20
19,0.1743517030434462,0.08587727170014052,0.01813465688579035,21
42,0.16744249384162355,0.08614727648133953,0.017325787954586454,22
65,0.16274085227370177,0.08563794511281876,0.016645732940005556,23
39,0.15872051481100957,0.08576224633740794,0.016180387290632755,24
48,0.1542607455261818,0.08615373909107601,0.015714228648788544,25
45,0.15293000413763289,0.08739030939649743,0.015777445125995073,26
20,0.1529230480912685,0.087777806352204,0.015846552868540847,27
32,0.1451590417445552,0.08810347936485208,0.014960697092781894,28
36,0.14428725865383646,0.08741737732691783,0.014740009262181311,29
17,0.14021619199568108,0.08877154418637981,0.014477136888960802,30
75,0.1379656653465546,0.08789611442025626,0.014067474368341366,31
41,0.13624034046947453,0.08815961918592484,0.013905368699526714,32
67,0.13045195751507851,0.08848449473042701,0.01327468406958896,33
46,0.12993402430034756,0.08876597335266914,0.01325614431638362,34
108,0.12964161480812045,0.08843437912361139,0.013172476889058739,35
64,0.12913757253744498,0.08865519919387464,0.013146413090847105,36
44,0.12821282949814117,0.0888349821785992,0.013064868134017651,37
28,0.12684925110287895,0.09012482639439702,0.013093119084357847,38
3,0.12626927226723872,0.08960018850125327,0.012948784148199348,39
30,0.12338031201156935,0.09113314361782167,0.012826583578066288,40
76,0.12299750763524783,0.09038962300793879,0.012676929019994378,41
22,0.12210228424198646,0.0921949611750056,0.012822923619694683,42
72,0.12163513566179589,0.08965388017250092,0.012415184532232924,43
74,0.12160646038097295,0.08968985208544675,0.012416832492796657,44
79,0.12038632337850977,0.08947347746792497,0.01224558380404594,45
55,0.11917171066146452,0.09003551858786506,0.012181360317645456,46
18,0.11884463167231094,0.09051283630422531,0.01220779567241026,47
52,0.11477406873581891,0.09082613249296542,0.011776072531979627,48
51,0.11421733381029772,0.09104531100742455,0.011739846664565807,49
99,0.11401538202879882,0.09016766431184876,0.01160347537037499,50
26,0.1135436355784329,0.09133736139283827,0.011699138832909415,51
34,0.11202484498476278,0.0915634134394823,0.011551423639389706,52
21,0.11101479114105967,0.09190705032410489,0.01147717857895241,53
66,0.10991657035493492,0.09004418553953247,0.011119573430162113,54
53,0.10956703139599343,0.09264808095169254,0.01140026880443043,55
24,0.10838660741741551,0.0922856702817437,0.011218461721517864,56
104,0.1064073459928737,0.0904778634856595,0.01077393517218617,57
29,0.10612580226601938,0.09188706012757468,0.01090935167233334,58
50,0.10593324959155376,0.09051135471565544,0.010724212622360601,59
25,0.105817928317055,0.09359225395534544,0.011075751498169126,60
77,0.10272373519108241,0.09129543908451511,0.010451862906090013,61
23,0.09949997879250173,0.0923867720398022,0.010208197270602648,62
40,0.09871938721169508,0.09155453747507063,0.010028184016992788,63
102,0.09664973910041529,0.09293886616648721,0.009943559609242076,64
54,0.09625119194523514,0.0924844506838677,0.009849792924078922,65
107,0.09595208727424606,0.09182950393131209,0.00974642212159047,66
71,0.09502275863544594,0.09327811476091717,0.009794217334715867,67
47,0.09134703830365369,0.09298339784546619,0.009347636955628078,68
109,0.089744245600217,0.09220355895351297,0.009090564712106067,69
