node,degree,betweenness,closeness,eigenvector,pagerank,kshell,hindex
0,0.21148036253776434,0.07840433903455159,0.5321543408360129,0.17508244253353486,0.016284270013924393,6,14
6,0.25075528700906347,0.10667834016520016,0.5706896551724138,0.2758899361648896,0.01855299683050863,6,20
7,0.1661631419939577,0.04581908789539772,0.5296,0.1903517183767328,0.012478142024535486,6,15
9,0.2084592145015106,0.08152637585876384,0.5516666666666666,0.2146895821258545,0.015749511365008406,6,17
10,0.1268882175226586,0.03131386876827671,0.5108024691358025,0.14080776551077562,0.009522958047298176,6,14
12,0.07854984894259819,0.013750184771730017,0.48892171344165436,0.10621858662099577,0.006086382500711687,6,12
13,0.09063444108761329,0.018330043940876187,0.496996996996997,0.11663638983636264,0.00697753669179266,6,14
17,0.0513595166163142,0.006576243104960104,0.4616457461645746,0.07373489262964256,0.004085239999231974,6,11
18,0.045317220543806644,0.0053309633921053085,0.45655172413793105,0.07246809770852536,0.003688209695618971,6,9
20,0.05740181268882175,0.006418271419650111,0.4590846047156727,0.08271563895222402,0.004496399632011516,6,11
21,0.04229607250755287,0.0029788686566127646,0.45095367847411444,0.07119931643024131,0.003407259149633975,6,9
22,0.03927492447129909,0.001841334059275345,0.4534246575342466,0.0728294967699926,0.003121218993535694,6,11
23,0.03927492447129909,0.0036873302707551656,0.4442953020134228,0.060903207527930714,0.0032541130025838466,6,9
24,0.03927492447129909,0.002965028591444911,0.44489247311827956,0.06451194491044404,0.003208337038879023,6,10
34,0.04229607250755287,0.0038777183166547467,0.446693657219973,0.064005922883801,0.003462953622377253,6,10
40,0.04833836858006042,0.004832796425675404,0.4189873417721519,0.046372832564860716,0.003968624274799307,6,9
44,0.054380664652567974,0.007656780910399547,0.44609164420485176,0.060204943071513355,0.004345894260598251,6,10
49,0.03625377643504532,0.002384222839987835,0.40763546798029554,0.037162618509686135,0.0030395110873301743,6,9
51,0.045317220543806644,0.004394187417489979,0.4355263157894737,0.06273758946934448,0.003726414679617045,6,10
60,0.03323262839879154,0.002134811682987065,0.4384105960264901,0.056030295363536375,0.002798179142787805,6,8
63,0.02416918429003021,0.0007914803881645165,0.43324607329842935,0.056869763392168246,0.002121549962421321,6,6
84,0.03927492447129909,0.0031873443409000854,0.41016109045848825,0.04049755804840865,0.0033128251803753836,6,8
87,0.04229607250755287,0.003417538948973524,0.4132334581772784,0.046093966472775895,0.003510701800413115,6,9
89,0.030211480362537763,0.0016589215401569186,0.41740226986128626,0.04185541002155759,0.0025911665688994217,6,8
92,0.02416918429003021,0.0009421390900652387,0.41271820448877805,0.04281257864528769,0.0020990196731424226,6,8
94,0.01812688821752266,0.000249593715615851,0.3954599761051374,0.031017411669667937,0.001670165909613174,6,6
