node,closeness,dist_to_best,dist_to_worst,rank
40,0.9120978527239252,0.006102940419339651,0.06332585749354985,1
46,0.8009438485023557,0.014229486264333213,0.05725529909534761,2
48,0.6856751836002174,0.021899329605292304,0.047771687325929076,3
56,0.6822571392378947,0.022177532666771714,0.047619575011993945,4
2,0.6515762459395438,0.025034430638549873,0.04681609719373468,5
38,0.6396127590714611,0.024428539969068536,0.043355602183490244,6
23,0.5771418416781011,0.028860339093014786,0.03939029891653967,7
27,0.5472920859752417,0.03159194209504773,0.03819244010004681,8
55,0.5246370818521646,0.03208911545616401,0.035415341099247113,9
8,0.5042563534420335,0.03434400568183376,0.03493374688300515,10
24,0.5026650554698553,0.03347665945970721,0.03383544041964906,11
13,0.48241159485113133,0.036027944804270955,0.03357938110541322,12
41,0.4805304523702441,0.035271850343592426,0.032627895665642184,13
10,0.47957787324600426,0.035804274409598304,0.03299425003616001,14
14,0.4790073065491564,0.036652405712848946,0.03369868783143539,15
42,0.47841125136507245,0.03631908733943775,0.033312566783642944,16
29,0.4588505194685844,0.036278652402745956,0.03076133138716707,17
34,0.454846002884809,0.0365850347241775,0.030524506649041272,18
58,0.45017689518349174,0.03712858692228953,0.030399653700993123,19
31,0.42333418921416394,0.039226112550319756,0.028796148899280328,20
12,0.4040235066789968,0.04083157982300684,0.027680484462411628,21
51,0.3827507411635471,0.042888538599260756,0.026594798942703887,22
33,0.35809943362685903,0.04371087819419322,0.024385148642436492,23
17,0.3505651187695702,0.04573169010479203,0.024685978281217713,24
3,0.346883906712173,0.04597606384246136,0.02441886948557072,25
22,0.3455940893117081,0.045393238858376775,0.023972330915638582,26
1,0.3403227711697735,0.046812608271230745,0.02415029028787408,27
4,0.3329198208453399,0.04598017088263366,0.022947331866587324,28
54,0.32668847590004757,0.045188717866934285,0.021925413184572955,29
18,0.3054415422550015,0.047632464250047774,0.02094702494758524,30
53,0.28963893748932396,0.048125019454427556,0.019622245977515065,31
32,0.2779430680156495,0.04934504561857822,0.018994504121590608,32
45,0.27345906641183576,0.04950613852644384,0.018633365027675416,33
15,0.2719405438980294,0.05061026967779418,0.01890365429314289,34
20,0.27190491554584784,0.05020437839885787,0.01874867384773949,35
36,0.2671994599164688,0.05058525427780031,0.018444790749232755,36
39,0.26675535085011065,0.05369160544170333,0.01953307543929923,37
0,0.2597929669720298,0.05098101286530558,0.01789297858646054,38
16,0.2565002393876224,0.05120057531112774,0.017663704172912437,39
43,0.2535774399600404,0.05082186393132433,0.01726539207096423,40
5,0.2517832710943638,0.05216415070126284,0.017553818285556883,41
57,0.23602480188539351,0.05226585887464616,0.016147172076661744,42
6,0.23435360608512815,0.052514984812850066,0.016074099169290295,43
35,0.22918780005481879,0.05247977000103357,0.015603960387206054,44
11,0.2216092704676702,0.05439044758674863,0.015485060333839434,45
26,0.21677231274074163,0.05339325926867574,0.01477754232225664,46
61,0.21481061628681564,0.05538220353363262,0.015151357773231344,47
37,0.21206213681936542,0.05490584045652508,0.014777116819939661,48
59,0.19834139894912495,0.055097609245781116,0.01363190874798204,49
28,0.19821775437620306,0.055105495553604646,0.013623259484780943,50
25,0.19228941410613268,0.05566836773488021,0.01325281357324121,51
21,0.189335021994398,0.056082990403738216,0.013098474104218683,52
50,0.1891617633284617,0.055888948493923174,0.013038423164504395,53
52,0.18888651422736216,0.05604339293943805,0.013050998810260341,54
19,0.18624899458591426,0.056632231315674506,0.01296182256430393,55
47,0.18261671183084235,0.056568151251664436,0.012638244414156476,56
60,0.17930928404507174,0.057081776616903786,0.012471558771428637,57
30,0.17149351885142886,0.05926927080256687,0.012268215205268553,58
7,0.1588471120924262,0.05974671133827335,0.011282838933969596,59
49,0.15549191221252723,0.06014012944459149,0.011073077763586528,60
9,0.1481307787457644,0.061337973370672975,0.010666005456456174,61
44,0.03670751969467278,0.06464420033820599,0.0024633517914610325,62
