node,degree,betweenness,closeness,eigenvector,pagerank,kshell,hindex
Acciaiuoli,0.07142857142857142,0.0,0.3684210526315789,0.1321573195285342,0.03065721480230426,1,1
Medici,0.42857142857142855,0.521978021978022,0.56,0.43031542583499227,0.14581844065218277,2,3
Castellani,0.21428571428571427,0.05494505494505495,0.3888888888888889,0.25902003784235145,0.06933028447008721,2,2
Peruzzi,0.21428571428571427,0.02197802197802198,0.3684210526315789,0.27572243741048336,0.06787531774407572,2,3
Strozzi,0.2857142857142857,0.10256410256410257,0.4375,0.35597303264604513,0.08809849082725615,2,3
Barbadori,0.14285714285714285,0.09340659340659341,0.4375,0.2117057470647985,0.050300712744633685,2,2
Ridolfi,0.21428571428571427,0.11355311355311355,0.5,0.34155442590743657,0.06957417099014798,2,3
Tornabuoni,0.21428571428571427,0.09157509157509157,0.4827586206896552,0.325846704169574,0.07127928374676082,2,3
Albizzi,0.21428571428571427,0.21245421245421245,0.4827586206896552,0.2439605296754477,0.07912150238072899,2,2
Salviati,0.14285714285714285,0.14285714285714288,0.3888888888888889,0.14592084164171834,0.061302640987807314,1,1
Pazzi,0.07142857142857142,0.0,0.2857142857142857,0.04481493970386309,0.036054222996734095,1,1
Bischeri,0.21428571428571427,0.1043956043956044,0.4,0.28279439587133565,0.0688615381141211,2,3
Guadagni,0.2857142857142857,0.2545787545787546,0.4666666666666667,0.28911715732265014,0.09839859717156549,2,3
Ginori,0.07142857142857142,0.0,0.3333333333333333,0.07492453160277932,0.032418257716596434,1,1
Lamberteschi,0.07142857142857142,0.0,0.32558139534883723,0.0887925311349955,0.03090932465499793,1,1
