node,degree,betweenness,closeness,eigenvector,pagerank,kshell,hindex
0,0.48484848484848486,0.43763528138528146,0.5689655172413793,0.35548349418519426,0.08850807396280014,4,5
1,0.2727272727272727,0.053936688311688304,0.4852941176470588,0.2659538704545024,0.05741484049711006,4,4
2,0.30303030303030304,0.14365680615680618,0.559322033898305,0.3171893899684447,0.06276686454603017,4,5
3,0.18181818181818182,0.011909271284271283,0.4647887323943662,0.21117407832057056,0.03721208153631378,4,4
4,0.09090909090909091,0.0006313131313131313,0.3793103448275862,0.0759664588165738,0.020503977347501652,3,3
5,0.12121212121212122,0.02998737373737374,0.38372093023255816,0.07948057788594245,0.03381044255357727,3,3
6,0.12121212121212122,0.029987373737373736,0.38372093023255816,0.07948057788594245,0.03152901134345504,3,3
7,0.12121212121212122,0.0,0.44,0.1709551149803543,0.026464618678806107,4,4
8,0.15151515151515152,0.05592682780182781,0.515625,0.22740509147166046,0.03338155566846444,4,4
9,0.06060606060606061,0.0008477633477633478,0.4342105263157895,0.10267519030637756,0.00946321956579996,2,2
10,0.09090909090909091,0.0006313131313131313,0.3793103448275862,0.0759664588165738,0.020689016083505596,3,3
11,0.030303030303030304,0.0,0.36666666666666664,0.05285416945233646,0.009785686547904305,1,1
12,0.06060606060606061,0.0,0.3707865168539326,0.08425192086558085,0.011474872305945287,2,2
13,0.15151515151515152,0.04586339586339586,0.515625,0.22646969838808145,0.033474187085322404,4,5
14,0.06060606060606061,0.0,0.3707865168539326,0.10140627846270832,0.012941600888556285,2,2
15,0.06060606060606061,0.0,0.3707865168539326,0.10140627846270832,0.016376332623593663,2,2
16,0.06060606060606061,0.0,0.28448275862068967,0.02363479426059687,0.016755401561857987,2,2
17,0.06060606060606061,0.0,0.375,0.0923967566684595,0.009677265915396801,2,2
18,0.06060606060606061,0.0,0.3707865168539326,0.10140627846270832,0.009544864590131916,2,2
19,0.09090909090909091,0.03247504810004811,0.5,0.14791134007618667,0.013077518431081969,3,3
20,0.06060606060606061,0.0,0.3707865168539326,0.10140627846270832,0.011224235021037598,2,2
21,0.06060606060606061,0.0,0.375,0.0923967566684595,0.01136015256356328,2,2
22,0.06060606060606061,0.0,0.3707865168539326,0.10140627846270832,0.01296059860686279,2,2
23,0.15151515151515152,0.017613636363636363,0.39285714285714285,0.15012328691726787,0.041145969646022115,3,4
24,0.09090909090909091,0.0022095959595959595,0.375,0.057053735638028055,0.016634374450252683,3,3
25,0.09090909090909091,0.0038404882154882154,0.375,0.0592082025027901,0.02867296201373071,3,3
26,0.06060606060606061,0.0,0.3626373626373626,0.07558192219009324,0.015240392773380823,2,2
27,0.12121212121212122,0.02233345358345358,0.4583333333333333,0.13347932684333308,0.027235358397633885,3,3
28,0.09090909090909091,0.0017947330447330447,0.4520547945205479,0.13107925627221215,0.01447852177427162,3,3
29,0.12121212121212122,0.0029220779220779218,0.38372093023255816,0.13496528673866567,0.028271813832825128,3,3
30,0.12121212121212122,0.014411976911976909,0.4583333333333333,0.17476027834493088,0.023031844250911863,4,4
31,0.18181818181818182,0.13827561327561325,0.5409836065573771,0.191036269797917,0.04198548926127873,3,3
32,0.36363636363636365,0.145247113997114,0.515625,0.3086510477336959,0.07592643687005646,4,5
33,0.5151515151515151,0.30407497594997596,0.55,0.37337121301323506,0.09698041880501741,4,5
