node,closeness,dist_to_best,dist_to_worst,rank
3,1.0,0.0,0.11391586103903445,1
2,0.7910920431676727,0.024144560048752435,0.09143054975011086,2
4,0.5986201030339905,0.04620571878704845,0.06891145358833173,3
6,0.42305378606412886,0.06768103768712837,0.04962805638840927,4
20,0.3459199846340349,0.07540936926041653,0.039881371151861834,5
1,0.31907593715643423,0.07925405508141077,0.03713785909245864,6
15,0.3032405833467979,0.08059228796590065,0.03507502278680616,7
11,0.30223079307129624,0.08050696538799823,0.034870676085114564,8
5,0.2696282889185693,0.08544780564161122,0.03154441125996107,9
10,0.26922592600703016,0.0849353139186931,0.03129118746032297,10
0,0.24863221653537676,0.08667848046019669,0.02868244180414975,11
8,0.23872551800588643,0.08838822519137797,0.02771736783973248,12
19,0.23663397914079926,0.08889558129848694,0.02755652538348353,13
13,0.2363935535426368,0.08802115352473722,0.027249158732444562,14
14,0.21562324139237224,0.09087950982222122,0.024982553688615513,15
56,0.19640782247991592,0.09311289002462984,0.022757936782046836,16
49,0.18197768366645914,0.09507473792208913,0.021150377241301237,17
25,0.17631053803139354,0.09595083564444437,0.020538254084982537,18
38,0.17539876529618753,0.09528332117561918,0.020267465271897944,19
16,0.16891503628961696,0.09730643772896225,0.019777184256613286,20
76,0.1637842707480319,0.09658338073263095,0.018917174152923582,21
45,0.1634653685847329,0.09697484346967225,0.01894963810930093,22
33,0.16155088418894023,0.09692536751962177,0.01867540740142115,23
12,0.15298501951483245,0.09837450230644039,0.01776807435742426,24
30,0.1427343151341881,0.0999141016735125,0.016635648815044722,25
17,0.1417460417896763,0.09948920025317094,0.01643126746087381,26
7,0.13789683716335155,0.10028965957624422,0.016041730795011307,27
59,0.13684273337545252,0.10056735996546767,0.01594369063223533,28
57,0.13158812980708617,0.10043862195768903,0.015219195956956746,29
23,0.13138137044256074,0.10099737776682231,0.01527617926968797,30
36,0.1291791392697848,0.10136262263411627,0.015036314512520292,31
41,0.12797771187275897,0.10084086680528886,0.014799373333360758,32
88,0.1277419026602518,0.1011524811649785,0.014813746575959493,33
22,0.12325195639658112,0.1024216943568882,0.014398291845689288,34
72,0.11936322781105696,0.10228872734103654,0.01386441385335616,35
28,0.11737950406118104,0.10256786785596167,0.013640478004920555,36
79,0.11476021963405791,0.10250976033899227,0.01328910298888099,37
32,0.11397225626118357,0.10276697285909991,0.01321920656396068,38
29,0.11321959345830121,0.10390909119973507,0.013266582093458048,39
31,0.11200618694232874,0.10284639444510314,0.012972424259238129,40
47,0.10916793628732253,0.10333208414385196,0.012662937087422381,41
48,0.10755778852977912,0.10351300952539609,0.01247546367206441,42
18,0.10721463749377579,0.10543506217500216,0.012661701731414485,43
52,0.10496711266255952,0.10409648935794738,0.012208163611414942,44
132,0.0995607209430936,0.10387923370043683,0.011485828793545977,45
9,0.09688136316908993,0.10518938999789769,0.011284111608726985,46
163,0.09663145274994961,0.10740021292692675,0.011488377177150243,47
115,0.0954158890336183,0.10448943284081176,0.011021586614509013,48
100,0.09273507528698698,0.1048742699484169,0.010719606869416478,49
34,0.09088300781418458,0.1076326512005338,0.010759868272399607,50
68,0.09079034338238343,0.10498614387698509,0.010483531475504902,51
96,0.08926021485363882,0.10642303255800041,0.010430358820852782,52
44,0.08879733299260763,0.10605380906467514,0.010335017378273309,53
184,0.08777651065847046,0.10656412887331,0.010253876931639407,54
39,0.08766227068955014,0.10712163289794122,0.010292817317665197,55
81,0.08732984888610257,0.10538164907357869,0.010083559189189947,56
109,0.08655813926696848,0.10613088739050172,0.010057008033222709,57
62,0.0856833004665818,0.10730836355915829,0.010056181585777214,58
157,0.08527173425493255,0.10599235220416374,0.009880695752685504,59
143,0.08503765148560735,0.10651554848470379,0.009899677406996679,60
105,0.08374827975052293,0.10575176815551986,0.009666043149353612,61
35,0.08334145876628014,0.1059750639582521,0.009635121504724679,62
99,0.07989416558989769,0.10631511368355558,0.009231500311905344,63
54,0.07952110407948003,0.10645201023991138,0.009196496979208098,64
111,0.07904586945471542,0.10761207387596379,0.009236388286042178,65
50,0.07828658221915265,0.10649181861618265,0.00904498117629129,66
149,0.0781151316372443,0.11021304592614332,0.009338808875290738,67
186,0.07800849022040265,0.1072396521329978,0.00907340606276965,68
107,0.07689800979152142,0.10664980824955049,0.008884346568449733,69
226,0.07671248831346812,0.10746582185884176,0.008928931128273055,70
97,0.07635169511819116,0.10704091544085982,0.008848341189732822,71
136,0.07625149925364809,0.10834542681431691,0.008943452925978344,72
26,0.07574095329968844,0.10742983071830887,0.008803633375813972,73
21,0.07540941387902605,0.10796349495288941,0.008805479957226543,74
63,0.07487877915407332,0.10704175786843424,0.008663898273099015,75
53,0.0747084038506789,0.1069397778502249,0.008634359313955333,76
75,0.07463730771396071,0.10674959914156472,0.008610140376188933,77
171,0.07444902960107254,0.10693131599327123,0.008601290435937202,78
43,0.07421982515777731,0.10672848186433616,0.00855642568137306,79
126,0.07413536450973282,0.1075815836753103,0.008614218120643719,80
165,0.07397786687592668,0.10719643315627181,0.00856368673916601,81
82,0.07390715398569567,0.10689556286134623,0.008530836685309087,82
129,0.07379181746188845,0.10707749897432971,0.00853095816637763,83
94,0.07379002373426136,0.10884411761564013,0.008671478636598569,84
85,0.07337960423503488,0.10720208522126146,0.008489395034535751,85
46,0.07334084940367394,0.10689756528495185,0.008460455208517466,86
172,0.07252644276130558,0.10690665767635536,0.008359871317356838,87
256,0.07223257253636252,0.11045464991228619,0.008599594333225762,88
55,0.0720115960257595,0.1105505431341693,0.008578685917315712,89
71,0.06913150630118935,0.10885764379079037,0.00808437812494122,90
60,0.06904458801219515,0.10708701570925219,0.007942140714680804,91
430,0.0685115726550311,0.11026611230738784,0.0081101434467287,92
121,0.06757971705248547,0.10851301474521373,0.007864778327013844,93
101,0.06746369691545077,0.10907547888609677,0.00789099043558855,94
193,0.06714140772852133,0.10777600790903247,0.007757052301734939,95
64,0.0671285968206407,0.10734401914159772,0.007724380185205454,96
27,0.0668168208838591,0.10715261989707388,0.0076722315308771355,97
74,0.06663779887279171,0.10883990876759235,0.0077706724581610995,98
83,0.06641002252059149,0.10811062027955297,0.007690344691643376,99
229,0.06614938690741629,0.10766338658113113,0.007626345065120065,100
103,0.06586790487580027,0.10939446805027676,0.007713667534907219,101
201,0.06519964871112408,0.10883286442869412,0.00759078076852739,102
222,0.0651768257688059,0.1086764949703168,0.0075770361423379545,103
67,0.06508396315578881,0.10838907112100556,0.007545480057376746,104
65,0.0648487306054179,0.10909326210712442,0.00756514993540161,105
232,0.06422497200311018,0.10762039872851886,0.007386302143687522,106
73,0.06419560003941358,0.11007678051702163,0.00755119870775843,107
61,0.06413943995272457,0.10858614953327411,0.007441979195421146,108
42,0.0640058190324956,0.10838670564508937,0.007411776705574208,109
450,0.0637598452834636,0.11092831956387773,0.0075544425832588455,110
70,0.0636386933507468,0.10847389180339455,0.007372300294787943,111
310,0.06301926433177539,0.10878831451616129,0.007316862863581693,112
89,0.06282880716987202,0.10838457284247219,0.007266200113070438,113
140,0.06244307073514206,0.10941030254866223,0.0072869337828438225,114
177,0.062124317418410506,0.10892936597547451,0.0072154152556971555,115
185,0.061726530859668824,0.10997670879941879,0.007235076907558631,116
272,0.06170709632317347,0.1085634495098832,0.007139705746287628,117
253,0.06159530270436331,0.1097631971472648,0.007204671261310319,118
112,0.061037457501140084,0.10926231052544207,0.007102619469169228,119
110,0.06087841042229554,0.10805397058436898,0.007004581773007548,120
167,0.05976739884615683,0.11005267740710796,0.00699567559836379,121
241,0.05972106378327292,0.11111240232306421,0.0070572152694898934,122
66,0.059600566074949644,0.10894081609733479,0.006904443020523581,123
215,0.059443442859380594,0.1083229753020885,0.006846042955995368,124
218,0.05933850951736343,0.10906184555232643,0.0068798047180261375,125
183,0.05888002015267087,0.10852994642436116,0.006790043320163404,126
221,0.0587084738551378,0.10869254621251988,0.006779168122017105,127
213,0.0585171157712592,0.11019236575665904,0.006848918373458956,128
264,0.058456455072502876,0.11117139766966494,0.006902161719694596,129
166,0.05841923122122142,0.10926829240029323,0.006779418028216455,130
24,0.05793910128159657,0.10852898757163565,0.006674804156988724,131
86,0.05751683654870353,0.10926905944316014,0.006668353213662033,132
113,0.05751663820530515,0.10973537176104525,0.00669678631131059,133
58,0.05726990957234406,0.10928466259965502,0.0066389338881579505,134
287,0.05713785222145528,0.10856985555002203,0.006579380004529511,135
356,0.05682806791733145,0.11012210762401747,0.0066350857127805574,136
454,0.056713020784671477,0.11123394679963342,0.006687692373381738,137
91,0.0566858056671227,0.10894440489729813,0.006546706708782252,138
164,0.05656226570322132,0.10974036830689983,0.006579304224216708,139
239,0.05649201028127549,0.10895746150702237,0.006523766733031441,140
151,0.05612624660115767,0.11048195759196063,0.006569668427007064,141
488,0.055694912095324955,0.11120687095525252,0.006558957461504398,142
123,0.05557726017994738,0.11135639103099261,0.006553085663956636,143
403,0.05535661031045378,0.11130804404666667,0.006522711200821669,144
174,0.05518068817977652,0.11036095052906156,0.006445458006817954,145
137,0.05505674030968224,0.10962492828991642,0.006387252511122715,146
416,0.05439804431559744,0.11126786637260323,0.006400953688233455,147
465,0.054286161017705746,0.11124383498681992,0.006385653343954774,148
285,0.0542701070196396,0.10973325447435096,0.006296972854658452,149
148,0.05420311414453312,0.10956811625955735,0.0062792901954276765,150
429,0.05410040232341515,0.1113712644261677,0.006369841183485976,151
305,0.05407972297853274,0.11013278328513357,0.006296461293407326,152
259,0.053992804567176006,0.10991235398213063,0.006273182991341058,153
138,0.05391295065761936,0.10892620542316236,0.006207180557415541,154
423,0.053738752247752354,0.11027385977763444,0.0062625196203165605,155
125,0.05295855964176964,0.11052695632456215,0.006180667665739621,156
434,0.05263709036511815,0.11143452279262263,0.0061914911238077925,157
90,0.05262235252276512,0.1098765045364292,0.0061031207260187305,158
271,0.05242321274728509,0.10989177690920421,0.006079591730809252,159
179,0.052306303755165984,0.11143363099720932,0.00615038527171472,160
427,0.051738375677194616,0.11140456867316492,0.006078376766838242,161
246,0.05151728942320789,0.11148398377040747,0.00605530558850107,162
333,0.05136759234399839,0.11149153383374319,0.0060371663602869444,163
98,0.05134388818265703,0.10993028362247458,0.005949730487043833,164
248,0.051290423828672334,0.11084913323131729,0.00599287618390023,165
394,0.05123762683355335,0.11147788064429306,0.006020329442012583,166
84,0.05115099360207064,0.10984172349029768,0.005921398723725206,167
237,0.05084116054080228,0.11001152748376196,0.0058927057280819435,168
499,0.050551900201776113,0.11154707185590715,0.005939151856176811,169
437,0.050460349779101056,0.11078257434341504,0.005887197495646984,170
324,0.050246688044722855,0.11148512465768043,0.005898119237688206,171
468,0.0498764350872452,0.11160348512329855,0.0058585895422704,172
250,0.04959099197911223,0.11153743920131347,0.005819865138190578,173
355,0.04928707452577854,0.11080629455033286,0.005744444985539126,174
209,0.0492242240502976,0.11055501720652847,0.005723731161979619,175
130,0.049202739094338345,0.11027584678444272,0.005706656866653007,176
189,0.049166600681809815,0.10940642071377146,0.00565729159610641,177
92,0.048781426369913956,0.10972916333096375,0.005627250402853539,178
156,0.0486706268880528,0.10958043617453607,0.005606206088049937,179
327,0.04861637410858851,0.11147958358562236,0.005696685326058864,180
286,0.04853918462148786,0.10938207350932058,0.005580173743926496,181
497,0.04838597938171971,0.11156348769476773,0.0056725820536403255,182
160,0.048356928287683426,0.11154840059745487,0.005668236514968887,183
385,0.048300868039809965,0.11169056438300098,0.005668546949752702,184
284,0.047492440058736964,0.11012368764800078,0.005490814828800165,185
302,0.047480542498769804,0.11151460906381438,0.005558704437154557,186
